"UAI";"Type";"Corps";"Code.section";"Section";"Groupe";"Discipline";"Effectif"
"0597065J";"Université";"PR";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";14
"0597065J";"Université";"PR";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";12
"0597065J";"Université";"PR";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";9
"0597065J";"Université";"PR";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";4
"0597065J";"Université";"PR";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";4
"0597065J";"Université";"PR";70;"70-Sciences de l'éducation";"Groupe pluridisciplinaire";"Lettres et sciences humaines";12
"0597065J";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Groupe pluridisciplinaire";"Lettres et sciences humaines";5
"0597065J";"Université";"PR";72;"72-Epistémologie, histoire des sciences et des techniques";"Groupe pluridisciplinaire";"Lettres et sciences humaines";1
"0597065J";"Université";"PR";74;"74-Sciences et techniques des activités physiques et sportives";"Groupe pluridisciplinaire";"Lettres et sciences humaines";7
"0597065J";"Université";"PR";80;"80-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(bi-appartenants)";"Pharmacie";1
"0597065J";"Université";"PR";81;"81-Sciences du médicament et des autres produits de santé";"Pharmacie(bi-appartenants)";"Pharmacie";6
"0597065J";"Université";"PR";82;"82-Sciences biologiques, fondamentales et cliniques";"Pharmacie(bi-appartenants)";"Pharmacie";3
"0597065J";"Université";"PR";85;"85-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(mono-appartenants)";"Pharmacie";10
"0597065J";"Université";"PR";86;"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";13
"0597065J";"Université";"PR";87;"87-Sciences biologiques, fondamentales et cliniques";"Pharmacie(mono-appartenants)";"Pharmacie";10
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";2
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";2
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";7;"7-Sciences du langage : linguistique et phonétique générales";"Langues et littératures";"Lettres et sciences humaines";1
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";12;"12-Langues et littératures germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";1
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";1
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";3
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";2
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";7
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";7
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";33;"33-Chimie des matériaux";"Chimie";"Sciences";1
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";25
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";12
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";12
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";5
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";6
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";1
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";2
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";71;"71-Sciences de l'information et de la communication";"Groupe pluridisciplinaire";"Lettres et sciences humaines";5
"0601223D";"Instituts et écoles extérieurs aux universités";"MCF";72;"72-Epistémologie, histoire des sciences et des techniques";"Groupe pluridisciplinaire";"Lettres et sciences humaines";2
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";2
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";16;"16-Psychologie, psychologie clinique, psychologie sociale";"Sciences humaines";"Lettres et sciences humaines";1
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";1
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";6
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";8
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";1
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";33;"33-Chimie des matériaux";"Chimie";"Sciences";1
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";16
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";10
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";5
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";7
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";4
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";2
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";71;"71-Sciences de l'information et de la communication";"Groupe pluridisciplinaire";"Lettres et sciences humaines";1
"0601223D";"Instituts et écoles extérieurs aux universités";"PR";72;"72-Epistémologie, histoire des sciences et des techniques";"Groupe pluridisciplinaire";"Lettres et sciences humaines";1
"0623957P";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";7
"0623957P";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";10
"0623957P";"Université";"MCF";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";1
"0623957P";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";12
"0623957P";"Université";"MCF";6;"6-Sciences de gestion";"Sciences économiques et de gestion";"Droit, économie et gestion";5
"0623957P";"Université";"MCF";7;"7-Sciences du langage : linguistique et phonétique générales";"Langues et littératures";"Lettres et sciences humaines";4
"0623957P";"Université";"MCF";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";1
"0623957P";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";7
"0623957P";"Université";"MCF";11;"11-Langues et littératures anglaises et anglo-saxonnes";"Langues et littératures";"Lettres et sciences humaines";8
"0623957P";"Université";"MCF";12;"12-Langues et littératures germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";4
"0623957P";"Université";"MCF";14;"14-Langues et littératures romanes : espagnol, italien, portugais, autres langues romanes";"Langues et littératures";"Lettres et sciences humaines";7
"0623957P";"Université";"MCF";15;"15-Langues et littératures arabes, chinoises, japonaises, hébraique, d'autres domaines linguistiques";"Langues et littératures";"Lettres et sciences humaines";3
"0623957P";"Université";"MCF";16;"16-Psychologie, psychologie clinique, psychologie sociale";"Sciences humaines";"Lettres et sciences humaines";1
"0623957P";"Université";"MCF";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";5
"0623957P";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";2
"0623957P";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";6
"0623957P";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";6
"0623957P";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";7
"0623957P";"Université";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";8
"0623957P";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";2
"0623957P";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";24
"0623957P";"Université";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";3
"0623957P";"Université";"MCF";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";6
"0623957P";"Université";"MCF";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";9
"0623957P";"Université";"MCF";33;"33-Chimie des matériaux";"Chimie";"Sciences";6
"0623957P";"Université";"MCF";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";1
"0623957P";"Université";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";23
"0623957P";"Université";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";11
"0623957P";"Université";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";3
"0623957P";"Université";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";17
"0623957P";"Université";"MCF";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";3
"0623957P";"Université";"MCF";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";2
"0623957P";"Université";"MCF";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";5
"0623957P";"Université";"MCF";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";1
"0623957P";"Université";"MCF";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";1
"0623957P";"Université";"MCF";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";2
"0623957P";"Université";"MCF";70;"70-Sciences de l'éducation";"Groupe pluridisciplinaire";"Lettres et sciences humaines";1
